group,names,scores,logfoldchanges,pvals,pvals_adj
Cluster 0,OFD1,1.6444291,0.93458843,0.1000875993149169,0.23414988830553954
Cluster 0,FGR,1.6352636,0.45191723,0.10199380667127247,0.23615923237603811
Cluster 0,CAPN2,1.6278864,0.55565923,0.10354896667823532,0.2378827612878379
Cluster 0,EFHD2,1.6200622,0.5650002,0.10521891309107603,0.2397796429518992
Cluster 0,SERPINB6,1.6196151,0.6294225,0.10531498043377534,0.2397796429518992
Cluster 0,MRPS25,1.6003898,0.7439793,0.10951212072335138,0.24859576365983327
Cluster 0,IDH3B,1.5402551,0.5254892,0.12349818539385063,0.2762459410125606
Cluster 0,CD300A,1.5342193,0.4530996,0.12497572086308877,0.2778522712067026
Cluster 0,NCL,1.5301954,0.42969003,0.12596837661206975,0.2785138962665704
Cluster 0,NFKBIA,1.5230418,0.40423423,0.12774824994790066,0.28007784855033374
Cluster 0,C10orf54,1.5009104,0.3636289,0.13337873640847236,0.28823371003525805
Cluster 0,ZNF511,1.4823558,0.58409035,0.1382456458583459,0.29624066969645546
Cluster 0,CREG1,1.4702841,0.8415648,0.14148481377984565,0.3023348674345864
Cluster 0,TRAPPC1,1.4409992,0.30479985,0.14958491526836032,0.31490615621702955
Cluster 0,PPIA,1.4233388,0.2583811,0.15463797087910625,0.32410424033566104
Cluster 0,HHEX,1.4126084,0.5101093,0.15777089538172084,0.32893289029458816
Cluster 0,SPG21,1.3690163,0.43887827,0.17099418509136666,0.3516412677282137
Cluster 0,SNRNP70,1.356274,0.52907187,0.17501201448139936,0.3574598455635052
Cluster 0,UNC119,1.3558269,0.3698621,0.17515425959269837,0.3574598455635052
Cluster 0,ZFP36L2,1.3513559,0.3584867,0.17658145857307805,0.35926812715001255
Cluster 0,EIF3G,1.3488969,0.28650737,0.17737010317026136,0.3599154613401855
Cluster 0,DCXR,1.3298951,0.39134318,0.18355282127901318,0.3701003841586134
Cluster 0,CWC15,1.3153645,0.41661087,0.18838745171304794,0.37395421061615447
Cluster 0,TIMM10,1.2757962,0.4624043,0.20202757129827031,0.38944979804996843
Cluster 0,NCF1,1.2673013,0.47924814,0.20504756726949114,0.389689440436703
Cluster 0,NME4,1.2666306,0.72269654,0.20528737842613243,0.389689440436703
Cluster 0,ABI3,1.2666306,0.30754316,0.20528737842613243,0.389689440436703
Cluster 0,WBSCR22,1.2389106,0.39650285,0.21537862425039467,0.4048271438613069
Cluster 0,UQCRFS1,1.1881648,0.28555578,0.23476846879094326,0.432765972590534
Cluster 0,HSP90AB1,1.1660335,0.3180982,0.24360091592961497,0.44722546343596137
Cluster 0,NPM3,1.1566443,0.4824497,0.24741767807417014,0.45280986537497653
Cluster 0,C16orf13,1.1380898,0.35228696,0.2550829894514033,0.46107483040352615
Cluster 0,CWC25,1.1336188,0.68817925,0.2569544808073184,0.4614323422948324
Cluster 0,MTPN,1.1199822,0.43943262,0.26272130669246807,0.4695836439713506
Cluster 0,TTC3,1.1099225,0.65514344,0.26703239189125605,0.47506925534142064
Cluster 0,SUMO3,1.0732604,0.33959422,0.28315426185923787,0.496994789908082
Cluster 0,COX7B,1.0730369,0.42840242,0.2832545469280049,0.496994789908082
Cluster 0,U2AF1,1.0623065,0.271159,0.28809653702991367,0.5028548252399405
Cluster 0,NDUFB10,1.0569414,0.27713013,0.2905383434719656,0.5028548252399405
Cluster 0,NUP214,1.0497878,0.6606105,0.29381568725036145,0.5062364881678525
Cluster 0,NDUFB2,1.02788,0.2958054,0.30400629776842014,0.5202792344358868
Cluster 0,RBM39,1.0260916,0.27492973,0.30484842622221064,0.5205559063839088
Cluster 0,PDLIM1,1.0184909,0.25498277,0.30844472992439376,0.5231933888961446
Cluster 0,SERPINB1,1.0137963,0.2703347,0.31067993761828017,0.5257399626580028
Cluster 0,NDUFA2,1.0124551,0.26934263,0.31132052690728795,0.5257399626580028
Cluster 0,UQCRC1,0.99658304,0.33220068,0.3189669373927493,0.5346652773909053
Cluster 0,ILK,0.9672981,0.43315607,0.3333950420428927,0.5556584034048212
Cluster 0,DUSP2,0.9301889,0.20687325,0.3522732939111042,0.5833096749826725
Cluster 0,TMEM69,0.92169404,1.0205165,0.3566882043829137,0.5891151461802812
Cluster 0,SRRM2,0.9190114,0.26450247,0.35808959865860224,0.5891151461802812
Cluster 0,SCP2,0.9080575,0.29655302,0.36384784212747334,0.5934831540032347
Cluster 0,EID1,0.90157455,0.25103518,0.36728290453184964,0.5965422971695646
Cluster 0,IMP3,0.8977742,0.2947653,0.3693059253026564,0.5972918242209981
Cluster 0,SNHG15,0.881008,0.3586876,0.378313474129258,0.6067291566223949
Cluster 0,ILF3,0.8508289,0.4439332,0.3948644243399295,0.6191932499494327
Cluster 0,SMAP2,0.8506053,0.33585888,0.39498863526186034,0.6191932499494327
Cluster 0,APH1A,0.8452401,0.2668506,0.3979767797740583,0.6226017106894778
Cluster 0,MAD2L2,0.84121627,0.31865045,0.4002268024285849,0.6248438854242193
Cluster 0,BAD,0.826462,0.32862166,0.40854207384452745,0.6339445973449563
Cluster 0,PRAM1,0.78488183,0.3375821,0.432522871295544,0.6630861654130084
Cluster 0,ATP6V1E1,0.7830934,0.26629373,0.4335722610577365,0.6633655594183369
Cluster 0,SLC39A3,0.72720605,0.41947287,0.46709972872108496,0.7052087186500863
Cluster 0,MRPL21,0.72675896,0.3083143,0.46737362137986105,0.7052087186500863
Cluster 0,APMAP,0.7144638,0.27746832,0.47494046028810266,0.7138103185076592
Cluster 0,COX17,0.7075337,0.25002214,0.4792348618852056,0.7144988043253369
Cluster 0,WDR13,0.70619243,0.51702434,0.4800684776774159,0.7144988043253369
Cluster 0,LPXN,0.7006037,0.35387102,0.4835503715434114,0.7182835616130285
Cluster 0,CCT6A,0.6878614,0.23092677,0.4915400775518689,0.7265469984974213
Cluster 0,NDUFA4,0.65835285,0.2453233,0.5103114147436952,0.7420792331258194
Cluster 0,LSMD1,0.6554467,0.23397379,0.5121801765888008,0.7420792331258194
Cluster 0,TLN1,0.6386805,0.2595622,0.5230307860312045,0.7523625887599859
Cluster 0,ZNF106,0.63152695,0.3410646,0.5276960380901856,0.7559690433314458
Cluster 0,COX14,0.6145372,0.22300932,0.5388604042468061,0.7690824799418036
Cluster 0,CYB561A3,0.61163104,0.3549773,0.5407818899260894,0.7703876085539264
Cluster 0,AGTRAP,0.60514814,0.22414774,0.5450805845198065,0.7730393518166659
Cluster 0,TMEM256,0.5854758,0.19990407,0.5582278508985865,0.7832686631683161
Cluster 0,COMMD5,0.58346385,0.28509095,0.5595810988610679,0.7832686631683161
Cluster 0,U2AF1L4,0.58256966,0.3105723,0.5601830528266112,0.7832686631683161
Cluster 0,RAB13,0.5742983,1.1981709,0.5657659547372815,0.7865951002849727
Cluster 0,NHP2,0.5725099,0.16620313,0.566976572680118,0.7865951002849727
Cluster 0,ACOX1,0.5655799,1.4455115,0.5716794071892521,0.7908404095836852
Cluster 0,DHRS7,0.5588734,0.20268044,0.5762481236879442,0.7957216870420168
Cluster 0,UBE2F,0.54702526,0.24345775,0.5843613610894255,0.7991616514763885
Cluster 0,HSD17B11,0.5461311,0.20311338,0.5849758318650277,0.7991616514763885
Cluster 0,COA1,0.53651845,0.27120647,0.5916002778737838,0.8038618340558518
Cluster 0,TKT,0.5349536,0.18240422,0.5926819294743372,0.803903680935936
Cluster 0,SBDS,0.53003556,0.19572519,0.5960872943895201,0.8056656894133973
Cluster 0,RP11-390E23.6,0.51505774,1.803053,0.6065126819613347,0.8140038626323176
Cluster 0,ZNF22,0.51103383,0.26222217,0.6093273628200283,0.8163492689270081
Cluster 0,NSRP1,0.50924546,0.30524755,0.6105801938652957,0.8165976369002643
Cluster 0,MPP1,0.5072335,0.38082847,0.6119909931075725,0.8170560379184869
Cluster 0,CCBL2,0.5020919,0.500463,0.6156029033810968,0.8204463781995454
Cluster 0,GTF2E2,0.48756117,0.2843045,0.6258607157670071,0.8297806716841601
Cluster 0,LSM4,0.47951338,0.2079054,0.6315734533002064,0.8355129732291903
Cluster 0,OSBPL8,0.47839564,0.18801485,0.6323686424832695,0.8355129732291903
Cluster 0,AHSA1,0.46766526,0.19760533,0.6400239867055257,0.8421094762750821
Cluster 0,TMEM126B,0.46677107,0.2717321,0.6406636799896703,0.8421094762750821
Cluster 0,ZYX,0.4520168,0.1533488,0.6512568748624523,0.850190288856273
Cluster 0,PSMD7,0.4462045,0.13302931,0.6554495157949114,0.8527531965699102
Cluster 0,SMIM14,0.44463968,0.030136716,0.6565801686947564,0.8527739033132236
Cluster 0,TXN,0.42608508,0.21044381,0.6700458509163965,0.8650366439186484
Cluster 0,FPR1,0.42429668,0.32397556,0.6713494557798162,0.8650366439186484
Cluster 0,DCAF10,0.40551853,1.1245309,0.6850963934172905,0.8718488799156562
Cluster 0,NUCKS1,0.39925915,0.10830865,0.6897022578082779,0.8719115693224905
Cluster 0,RP11-782C8.1,0.39210558,1.4203681,0.6949802061268984,0.8734581617658042
Cluster 0,SOX4,0.38919944,0.44828022,0.6971286203051144,0.8734581617658042
Cluster 0,EIF1B,0.38428134,0.15797602,0.7007699289695251,0.8758808416711794
Cluster 0,NT5C3B,0.3809281,0.63552314,0.7032565933875492,0.8758808416711794
Cluster 0,PPM1G,0.380481,0.16103339,0.7035883893075279,0.8758808416711794
Cluster 0,HIST1H1E,0.37846908,0.11253112,0.705082168665186,0.8758808416711794
Cluster 0,H2AFJ,0.37153903,0.15052772,0.7102360860111245,0.8759800132711966
Cluster 0,DNAJC7,0.36930355,0.17681573,0.7119014847159985,0.8759800132711966
Cluster 0,TRIAP1,0.36349127,0.27505073,0.7162379406147836,0.8794896060518611
Cluster 0,HSPD1,0.36036158,0.13724971,0.7185767622319552,0.8795379569719132
Cluster 0,TMEM208,0.35521993,0.15101098,0.7224248323496086,0.8817898195427167
Cluster 0,ARID4B,0.35320798,0.15214609,0.7239325187256044,0.8817898195427167
Cluster 0,ATPIF1,0.35030186,0.18450819,0.7261121787175693,0.8817898195427167
Cluster 0,PAFAH1B3,0.3469486,0.13129136,0.7286299286653841,0.8817898195427167
Cluster 0,ATP5O,0.3456073,0.115236916,0.729637850680444,0.8817898195427167
Cluster 0,NOP56,0.3433718,0.119130366,0.7313187584548981,0.8824272085457366
Cluster 0,CAPN1,0.33800665,0.10787376,0.7353581893156567,0.8851189959148983
Cluster 0,NFE2,0.33733597,0.49615282,0.7358636358194449,0.8851189959148983
Cluster 0,MRFAP1,0.33398274,0.13514534,0.7383925797346333,0.8853766825971701
Cluster 0,IRF7,0.28457832,0.13181001,0.7759672107914997,0.9100856342121714
Cluster 0,ZNF428,0.2812251,0.11280384,0.7785377577219527,0.9100856342121714
Cluster 0,TIMM13,0.2803309,0.14788088,0.7792236475934278,0.9100856342121714
Cluster 0,STUB1,0.27653056,0.13587548,0.7821405917996812,0.9115113314633259
Cluster 0,BST1,0.27563637,0.1918588,0.7828273787861504,0.9115113314633259
Cluster 0,PRMT2,0.26647085,0.110896185,0.7898766159454558,0.9118250628149489
Cluster 0,SH3GL1,0.2631176,0.37154394,0.792459941094507,0.9118250628149489
Cluster 0,RAB10,0.24769269,0.07854179,0.8043721871792661,0.9188199915619074
Cluster 0,HP1BP3,0.24255106,0.07609769,0.8083532006351601,0.9202235096516332
Cluster 0,HNRNPA1,0.23383263,0.0814492,0.8151149158742589,0.9247879517299927
Cluster 0,PSMB6,0.23115005,0.21190195,0.8171982423130393,0.9247879517299927
Cluster 0,POP5,0.2282439,0.15916042,0.8194566370906757,0.9259738956785332
Cluster 0,LYL1,0.22198452,0.052882887,0.8243259379568351,0.9285471114641267
Cluster 0,SLCO3A1,0.21997257,0.76519024,0.8258925169687669,0.9285471114641267
Cluster 0,NDUFB11,0.20499477,0.1557281,0.8375762162869899,0.9348109441513542
Cluster 0,C9orf142,0.20410056,0.07442386,0.8382749120102341,0.9348109441513542
Cluster 0,BRD7,0.19784118,0.17732191,0.8431693228406986,0.9375356569376954
Cluster 0,SCAMP2,0.19225246,0.11501593,0.8475444629858989,0.9408338103002585
Cluster 0,COMMD3,0.19091116,0.054259248,0.848595201447292,0.9408338103002585
Cluster 0,TINF2,0.18375757,0.041627724,0.8542036401424655,0.9431456760287859
Cluster 0,SIAH2,0.18353403,0.059052,0.8543790241672531,0.9431456760287859
Cluster 0,ZNF524,0.1757098,0.09376824,0.8605219379526173,0.9458323024910233
Cluster 0,DNAJC1,0.16900332,0.0675934,0.8657940327686596,0.9488802127308711
Cluster 0,DDX39A,0.16654427,0.05574911,0.8677286444303683,0.9488802127308711
Cluster 0,WBP4,0.1558139,0.086477205,0.8761797105261855,0.9548112230093048
Cluster 0,ZNF710,0.15111937,0.7460256,0.8798815547962188,0.9568878277615857
Cluster 0,CLIC1,0.15022518,0.09375064,0.8805869682930147,0.9568878277615857
Cluster 0,NDUFA11,0.14553063,0.17209204,0.8842919310718971,0.9591092677647155
Cluster 0,SQSTM1,0.13882415,0.08358959,0.8895891076095337,0.9598528453050681
Cluster 0,GALE,0.13010573,0.53160244,0.8964827785531145,0.9643317829451008
Cluster 0,DDAH2,0.11781051,0.022142334,0.9062177994491691,0.9680191371616559
Cluster 0,BBX,0.11646922,0.056798168,0.9072806814966108,0.9680191371616559
Cluster 0,G0S2,0.107303694,-0.24821359,0.9145480548783919,0.9690155983129776
Cluster 0,IMPDH2,0.100820765,0.025373377,0.9196927454922504,0.9706216696943337
Cluster 0,RP3-467N11.1,0.10059721,0.7114193,0.9198702098410352,0.9706216696943337
Cluster 0,ATXN7L3B,0.078689374,0.12553318,0.9372796969078493,0.9804633075043369
Cluster 0,NOP10,0.07757163,0.093122065,0.9381688118865028,0.9804633075043369
Cluster 0,ACADS,0.072877094,0.032366883,0.9419039238030712,0.9816846072334461
Cluster 0,FAM175B,0.06997095,0.056769922,0.9442167816473679,0.9821607638522172
Cluster 0,MAD1L1,0.064605765,-0.022007145,0.948487894373063,0.9845227126124738
Cluster 0,OGG1,0.061252523,0.1166744,0.9511580995258951,0.9851752890533585
Cluster 0,RGS19,0.060581878,0.059529208,0.9516922073338979,0.9851752890533585
Cluster 0,RINT1,0.050522156,0.9514731,0.9597062944519189,0.991291314167097
Cluster 0,TAPBP,0.04873376,0.06581198,0.9611314707892441,0.991291314167097
Cluster 0,DAP3,0.046274718,0.020023346,0.9630912901477521,0.9916081251184796
Cluster 0,PAXBP1,0.043592125,0.060032815,0.9652295288509977,0.9924739107137275
Cluster 0,SRSF2,0.039791785,0.11603387,0.9682591247490981,0.9936509515701202
Cluster 0,TXNDC15,0.032414656,-0.046247907,0.9741413738295437,0.9943749177687264
Cluster 0,PRR4,0.03219111,-0.068781406,0.9743196473760374,0.9943749177687264
Cluster 0,RP11-277L2.3,0.030849813,0.013627762,0.9753893152847042,0.9943749177687264
Cluster 0,RSBN1L-AS1,0.029061416,0.034042314,0.9768156076832506,0.9943749177687264
Cluster 0,RN7SL1,0.02772012,-0.059887238,0.9778853758799143,0.9943749177687264
Cluster 0,GLRX,0.026602374,0.09278687,0.9787768798429425,0.9943749177687264
Cluster 0,TEX264,0.024590429,0.0459212,0.9803816530311101,0.9946843031416435
Cluster 0,SERTAD3,0.01743685,-0.07549274,0.9860881114815757,0.9958068675098009
Cluster 0,MT-ND3,0.013636511,0.009777507,0.989119975621752,0.9958068675098009
Cluster 0,ABI1,0.013412962,0.0041277134,0.9892983258920898,0.9958068675098009
Cluster 0,SRSF7,0.0062593822,0.07229068,0.9950057682816231,0.9963081318526724
Cluster 0,FUZ,-0.0042474377,-0.11227061,0.9966110451083812,0.9966110451083812
Cluster 0,PQBP1,-0.008047777,0.041862167,0.9935788723161226,0.9961832730299264
Cluster 0,MRPS33,-0.008271326,-0.0028540941,0.9934005116708292,0.9961832730299264
Cluster 0,GNG7,-0.009612623,-0.20002581,0.9923303550367607,0.9961832730299264
Cluster 0,SLC25A39,-0.013636511,0.016031003,0.989119975621752,0.9958068675098009
Cluster 0,RNF138,-0.0172133,0.11438217,0.9862664512973498,0.9958068675098009
Cluster 0,SESN2,-0.020566542,-0.34479496,0.9835914311069719,0.9958068675098009
Cluster 0,ALOX5AP,-0.032638207,0.0220368,0.9739631015748647,0.9943749177687264
Cluster 0,CTD-3138B18.5,-0.03889759,-0.1342347,0.9689720390474635,0.9936509515701202
